,NAM_C1,NAM_C2,P.value
SLC25A37,2,2,1
SLC25A38,3,1,0.623727063854964
SLC25A40,3,1,0.623727063854964
SLC26A8,1,3,0.36458592325921
SLC29A1,1,3,0.36458592325921
SLC29A4,4,0,0.123731268250038
SLC2A12,2,2,1
SLC2A13,2,2,1
SLC35A5,1,3,0.36458592325921
SLC35B1,2,2,1
SLC35B3,2,2,1
SLC35C1,2,2,1
SLC35F5,1,3,0.36458592325921
SLC35F6,2,2,1
SLC35G2,0,4,0.0573463464307552
SLC36A3,1,3,0.36458592325921
SLC37A1,1,3,0.36458592325921
SLC37A3,1,3,0.36458592325921
SLC38A6,3,1,0.623727063854964
SLC39A3,0,4,0.0573463464307552
SLC39A5,1,3,0.36458592325921
SLC41A3,3,1,0.623727063854964
SLC45A3,3,1,0.623727063854964
SLC45A4,2,2,1
SLC7A1,2,2,1
SLC7A9,3,1,0.623727063854964
SLC9A8,0,4,0.0573463464307552
SMC6,2,2,1
SMCO3,0,4,0.0573463464307552
SMPDL3A,1,3,0.36458592325921
SMTNL2,2,2,1
SMURF2,1,3,0.36458592325921
SMYD2,1,3,0.36458592325921
SMYD4,1,3,0.36458592325921
SNAP25,1,3,0.36458592325921
SNAP47,2,2,1
SNAPC3,3,1,0.623727063854964
SNCA,2,2,1
SNCB,3,1,0.623727063854964
SNED1,3,1,0.623727063854964
SNTB1,2,2,1
SNURF,1,3,0.36458592325921
SNX12,1,3,0.36458592325921
SNX15,2,2,1
SNX18,3,1,0.623727063854964
SNX27,0,4,0.0573463464307552
SNX32,1,3,0.36458592325921
SNX5,3,1,0.623727063854964
SORCS2,3,1,0.623727063854964
SOST,1,3,0.36458592325921
SOX1,2,2,1
SPAG4,4,0,0.123731268250038
SPANXC,1,3,0.36458592325921
SPANXD,2,2,1
SPATA21,2,2,1
SPATC1L,2,2,1
SPESP1,0,4,0.0573463464307552
SPG7,1,3,0.36458592325921
SPI1,2,2,1
SPNS1,3,1,0.623727063854964
SPRED2,1,3,0.36458592325921
SPRR2B,2,2,1
SPRR2G,3,1,0.623727063854964
SPSB1,2,2,1
SQSTM1,1,3,0.36458592325921
SREBF1,2,2,1
SRGAP2,3,1,0.623727063854964
SRPK2,0,4,0.0573463464307552
SRRM1,1,3,0.36458592325921
SRRM3,2,2,1
SRSF10,3,1,0.623727063854964
SRSF11,0,4,0.0573463464307552
SRSF2,2,2,1
SRSF4,1,3,0.36458592325921
SSC4D,3,1,0.623727063854964
SSUH2,3,1,0.623727063854964
ST5,3,1,0.623727063854964
ST6GAL1,2,2,1
STAC3,1,3,0.36458592325921
STAMBP,3,1,0.623727063854964
STARD3,1,3,0.36458592325921
STAT5A,3,1,0.623727063854964
STK17B,3,1,0.623727063854964
STK3,2,2,1
STK39,2,2,1
STK4,2,2,1
STRBP,0,4,0.0573463464307552
STRIP2,2,2,1
STX16,2,2,1
STXBP6,1,3,0.36458592325921
STYK1,1,3,0.36458592325921
SULT1A1,1,3,0.36458592325921
SULT4A1,0,4,0.0573463464307552
SUOX,1,3,0.36458592325921
SUSD4,2,2,1
SUSD6,1,3,0.36458592325921
SYCE1,3,1,0.623727063854964
SYN2,2,2,1
SYNPR,3,1,0.623727063854964
SYTL1,1,3,0.36458592325921
TAC1,3,1,0.623727063854964
TACR1,3,1,0.623727063854964
TADA1,2,2,1
TAS1R3,2,2,1
TAS2R20,1,3,0.36458592325921
TAS2R39,2,2,1
TAZ,2,2,1
TBC1D12,1,3,0.36458592325921
TBL1XR1,2,2,1
TCEB3,3,1,0.623727063854964
TCF12,4,0,0.123731268250038
TCL1A,0,4,0.0573463464307552
TDG,1,3,0.36458592325921
TEDDM1,0,4,0.0573463464307552
TEKT4,0,4,0.0573463464307552
TERT,1,3,0.36458592325921
TEX101,2,2,1
TFAP2C,0,4,0.0573463464307552
TFB2M,2,2,1
TFDP3,1,3,0.36458592325921
TFF2,1,3,0.36458592325921
TFIP11,4,0,0.123731268250038
TFPI,1,3,0.36458592325921
TFRC,1,3,0.36458592325921
TGFBI,3,1,0.623727063854964
THBS4,1,3,0.36458592325921
THOC6,3,1,0.623727063854964
THRA,3,1,0.623727063854964
THRB,1,3,0.36458592325921
THUMPD2,3,1,0.623727063854964
TICAM1,2,2,1
TIMMDC1,1,3,0.36458592325921
TIMP4,2,2,1
TLR3,2,2,1
TM2D1,3,1,0.623727063854964
TM6SF2,2,2,1
TM9SF2,2,2,1
TMBIM6,0,4,0.0573463464307552
TMC6,1,3,0.36458592325921
TMCO3,2,2,1
TMED1,3,1,0.623727063854964
TMEM171,2,2,1
TMEM176A,2,2,1
TMEM18,2,2,1
TMEM19,2,2,1
TMEM202,2,2,1
TMEM214,3,1,0.623727063854964
TMEM225,2,2,1
TMEM255B,2,2,1
TMEM47,3,1,0.623727063854964
TMEM51,2,2,1
TMEM52B,2,2,1
TMEM59L,1,3,0.36458592325921
TMEM63C,2,2,1
TMEM74B,1,3,0.36458592325921
TMEM8A,1,3,0.36458592325921
TMIGD2,4,0,0.123731268250038
TMOD3,1,3,0.36458592325921
TMPPE,2,2,1
TMPRSS12,1,3,0.36458592325921
TMX4,1,3,0.36458592325921
TNFSF18,3,1,0.623727063854964
TNNI3,1,3,0.36458592325921
TNNT2,2,2,1
TNPO3,1,3,0.36458592325921
TNRC18,2,2,1
TNS4,2,2,1
TOB1,1,3,0.36458592325921
TOP1MT,2,2,1
TPPP2,1,3,0.36458592325921
TRAF3,2,2,1
TRAF5,1,3,0.36458592325921
TRAF6,3,1,0.623727063854964
TRAK1,1,3,0.36458592325921
TRAM2,1,3,0.36458592325921
TRAV10,1,3,0.36458592325921
TRAV18,3,1,0.623727063854964
TRAV22,2,2,1
TRAV26-1,3,1,0.623727063854964
TRAV27,0,4,0.0573463464307552
TRAV5,2,2,1
TRBV5-1,0,4,0.0573463464307552
TRDN,2,2,1
TREML1,1,3,0.36458592325921
TREML2,3,1,0.623727063854964
TRGC1,1,3,0.36458592325921
TRIM33,1,3,0.36458592325921
TRIM4,2,2,1
TRIM6,1,3,0.36458592325921
TRMT10C,1,3,0.36458592325921
TRMT1L,1,3,0.36458592325921
TRMT5,2,2,1
TSGA13,1,3,0.36458592325921
TSHB,1,3,0.36458592325921
TSPAN12,0,4,0.0573463464307552
TSPAN33,0,4,0.0573463464307552
TSPAN8,2,2,1
TTC23,3,1,0.623727063854964
TTC23L,2,2,1
TTLL1,1,3,0.36458592325921
TUBB6,2,2,1
TUBD1,1,3,0.36458592325921
TUBG1,1,3,0.36458592325921
TUT1,1,3,0.36458592325921
TXLNG,3,1,0.623727063854964
TXNDC9,2,2,1
TXNIP,3,1,0.623727063854964
TXNRD1,2,2,1
TYW1,2,2,1
U2AF1L4,0,4,0.0573463464307552
UAP1,3,1,0.623727063854964
UBD,3,1,0.623727063854964
UBIAD1,3,1,0.623727063854964
UBN1,2,2,1
UBOX5,4,0,0.123731268250038
UBQLN1,1,3,0.36458592325921
UBR7,2,2,1
UBXN1,2,2,1
UCMA,2,2,1
UEVLD,2,2,1
UGT1A8,3,1,0.623727063854964
UHRF1,1,3,0.36458592325921
UNC5CL,1,3,0.36458592325921
UNCX,1,3,0.36458592325921
UQCRB,2,2,1
USP2,1,3,0.36458592325921
USP43,1,3,0.36458592325921
USP46,1,3,0.36458592325921
USP9Y,1,3,0.36458592325921
UTP14C,1,3,0.36458592325921
UTS2B,3,1,0.623727063854964
VCPIP1,2,2,1
VEZF1,1,3,0.36458592325921
VHLL,2,2,1
VIM,0,4,0.0573463464307552
VLDLR,2,2,1
VPREB1,3,1,0.623727063854964
VPS11,2,2,1
VPS33A,1,3,0.36458592325921
VPS53,1,3,0.36458592325921
VPS9D1,3,1,0.623727063854964
VSIG2,2,2,1
VSIG4,1,3,0.36458592325921
VSTM1,2,2,1
VSX1,1,3,0.36458592325921
VTN,0,4,0.0573463464307552
WARS,1,3,0.36458592325921
WASF2,1,3,0.36458592325921
WBP1L,2,2,1
WDR11,2,2,1
WDR25,2,2,1
WDR27,2,2,1
WDR61,1,3,0.36458592325921
WDR81,1,3,0.36458592325921
WDSUB1,2,2,1
WDTC1,1,3,0.36458592325921
WIF1,0,4,0.0573463464307552
WIPF2,1,3,0.36458592325921
WIPI1,3,1,0.623727063854964
WISP3,1,3,0.36458592325921
WNT2,2,2,1
WNT7B,3,1,0.623727063854964
XAGE2,2,2,1
XG,0,4,0.0573463464307552
XPO6,0,4,0.0573463464307552
XPO7,2,2,1
XRCC1,1,3,0.36458592325921
XRCC2,3,1,0.623727063854964
XXbac-BPG32J3.19,3,1,0.623727063854964
YAE1D1,2,2,1
YIPF7,2,2,1
YTHDF3,2,2,1
YWHAQ,2,2,1
ZBED8,3,1,0.623727063854964
ZBP1,2,2,1
ZBTB2,3,1,0.623727063854964
ZBTB22,0,4,0.0573463464307552
ZBTB34,0,4,0.0573463464307552
ZBTB40,2,2,1
ZBTB45,2,2,1
ZBTB46,2,2,1
ZC3H11A,1,3,0.36458592325921
ZC4H2,1,3,0.36458592325921
ZCCHC6,2,2,1
ZCCHC8,0,4,0.0573463464307552
ZFAND2B,3,1,0.623727063854964
ZFAND4,3,1,0.623727063854964
ZFP28,1,3,0.36458592325921
ZFP69B,1,3,0.36458592325921
ZFX,2,2,1
ZKSCAN8,4,0,0.123731268250038
ZMYM5,2,2,1
ZMYM6,2,2,1
ZNF114,1,3,0.36458592325921
ZNF121,1,3,0.36458592325921
ZNF132,1,3,0.36458592325921
ZNF136,1,3,0.36458592325921
ZNF14,2,2,1
ZNF143,1,3,0.36458592325921
ZNF165,2,2,1
ZNF174,0,4,0.0573463464307552
ZNF18,2,2,1
ZNF182,3,1,0.623727063854964
ZNF19,1,3,0.36458592325921
ZNF219,1,3,0.36458592325921
ZNF23,0,4,0.0573463464307552
ZNF273,1,3,0.36458592325921
ZNF275,0,4,0.0573463464307552
ZNF277,0,4,0.0573463464307552
ZNF286B,0,4,0.0573463464307552
ZNF3,0,4,0.0573463464307552
ZNF302,1,3,0.36458592325921
ZNF324B,3,1,0.623727063854964
ZNF34,2,2,1
ZNF350,2,2,1
ZNF395,1,3,0.36458592325921
ZNF417,4,0,0.123731268250038
ZNF430,2,2,1
ZNF433,3,1,0.623727063854964
ZNF44,1,3,0.36458592325921
ZNF441,2,2,1
ZNF45,2,2,1
ZNF471,1,3,0.36458592325921
ZNF483,2,2,1
ZNF511,2,2,1
ZNF519,1,3,0.36458592325921
ZNF540,2,2,1
ZNF563,2,2,1
ZNF573,0,4,0.0573463464307552
ZNF581,1,3,0.36458592325921
ZNF587,4,0,0.123731268250038
ZNF594,3,1,0.623727063854964
ZNF605,1,3,0.36458592325921
ZNF609,2,2,1
ZNF614,1,3,0.36458592325921
ZNF619,3,1,0.623727063854964
ZNF668,3,1,0.623727063854964
ZNF692,2,2,1
ZNF701,3,1,0.623727063854964
ZNF704,3,1,0.623727063854964
ZNF707,1,3,0.36458592325921
ZNF765,0,4,0.0573463464307552
ZNF776,1,3,0.36458592325921
ZNF781,2,2,1
ZNF793,3,1,0.623727063854964
ZNF93,1,3,0.36458592325921
ZRANB2,1,3,0.36458592325921
ZSCAN25,0,4,0.0573463464307552
ZSWIM4,1,3,0.36458592325921
ZYX,2,2,1
A1BG,1,2,0.617507676480666
AAMP,2,1,1
AATK,3,0,0.248730217151269
ABCB6,2,1,1
ABHD16B,1,2,0.617507676480666
AC004381.6,1,2,0.617507676480666
AC104389.1,1,2,0.617507676480666
ACAP1,1,2,0.617507676480666
ACBD4,1,2,0.617507676480666
ACD,1,2,0.617507676480666
ACHE,1,2,0.617507676480666
ACLY,2,1,1
ACMSD,2,1,1
ACOT9,2,1,1
ACOX2,0,3,0.117560010183048
ACP1,0,3,0.117560010183048
ACP2,0,3,0.117560010183048
ACP5,0,3,0.117560010183048
ACRV1,2,1,1
ACSBG2,2,1,1
ACSL3,1,2,0.617507676480666
ACSL5,2,1,1
ACSM3,1,2,0.617507676480666
ACTBL2,1,2,0.617507676480666
ACTR1B,2,1,1
ACTR2,2,1,1
ACTR6,1,2,0.617507676480666
ACTRT3,1,2,0.617507676480666
ACVR2B,2,1,1
ADAMTS8,2,1,1
ADAMTSL5,2,1,1
ADAP2,2,1,1
ADCK4,1,2,0.617507676480666
ADCYAP1,0,3,0.117560010183048
ADK,1,2,0.617507676480666
ADORA2A,1,2,0.617507676480666
ADORA3,1,2,0.617507676480666
ADPRHL1,1,2,0.617507676480666
ADPRM,3,0,0.248730217151269
ADRB3,1,2,0.617507676480666
AEN,1,2,0.617507676480666
AFAP1,1,2,0.617507676480666
AFMID,1,2,0.617507676480666
AGAP5,3,0,0.248730217151269
AGAP6,1,2,0.617507676480666
AGFG2,2,1,1
AGMAT,2,1,1
AGPAT2,1,2,0.617507676480666
AGPAT3,1,2,0.617507676480666
AGPAT6,1,2,0.617507676480666
AIFM2,1,2,0.617507676480666
AIG1,2,1,1
AJUBA,2,1,1
AKR1C1,0,3,0.117560010183048
AKR1E2,1,2,0.617507676480666
AKT1,0,3,0.117560010183048
ALDH3B2,2,1,1
ALDH6A1,1,2,0.617507676480666
ALG1,0,3,0.117560010183048
ALG2,1,2,0.617507676480666
ALKBH8,0,3,0.117560010183048
ALOX15,2,1,1
ALOX5AP,1,2,0.617507676480666
ALPL,1,2,0.617507676480666
AMIGO1,2,1,1
AMIGO2,1,2,0.617507676480666
AMTN,1,2,0.617507676480666
ANKFY1,0,3,0.117560010183048
ANKMY2,3,0,0.248730217151269
ANKRD13C,1,2,0.617507676480666
ANKRD20A1,1,2,0.617507676480666
ANKRD29,1,2,0.617507676480666
ANKRD36B,0,3,0.117560010183048
ANKRD40,1,2,0.617507676480666
ANKRD52,2,1,1
ANKRD53,2,1,1
ANXA13,2,1,1
ANXA9,1,2,0.617507676480666
AP1M2,2,1,1
AP2A1,2,1,1
AP3M1,2,1,1
AP4E1,3,0,0.248730217151269
APBA3,2,1,1
APH1A,3,0,0.248730217151269
APLF,1,2,0.617507676480666
APOBEC3A,1,2,0.617507676480666
APOBEC3D,3,0,0.248730217151269
APOBEC3H,1,2,0.617507676480666
APOL3,1,2,0.617507676480666
APOL6,1,2,0.617507676480666
APPL1,1,2,0.617507676480666
AQP1,1,2,0.617507676480666
AQP4,1,2,0.617507676480666
AQP8,0,3,0.117560010183048
ARAF,1,2,0.617507676480666
ARFGAP3,2,1,1
ARFIP1,0,3,0.117560010183048
ARHGAP26,1,2,0.617507676480666
ARHGAP39,2,1,1
ARHGDIB,3,0,0.248730217151269
ARIH1,0,3,0.117560010183048
ARL2,3,0,0.248730217151269
ARL2BP,1,2,0.617507676480666
ARMC7,1,2,0.617507676480666
ARMCX1,2,1,1
ARMCX3,1,2,0.617507676480666
ARMCX6,2,1,1
ARMS2,0,3,0.117560010183048
ARNTL,1,2,0.617507676480666
ARPC1B,2,1,1
ARR3,1,2,0.617507676480666
ARRDC5,1,2,0.617507676480666
ART1,1,2,0.617507676480666
ART4,0,3,0.117560010183048
ARV1,0,3,0.117560010183048
ASAH1,1,2,0.617507676480666
ASB16,1,2,0.617507676480666
ASGR2,1,2,0.617507676480666
ASH2L,2,1,1
ASNA1,2,1,1
ASPHD2,1,2,0.617507676480666
ASPN,1,2,0.617507676480666
ASPRV1,1,2,0.617507676480666
ASRGL1,1,2,0.617507676480666
ATAD1,2,1,1
ATE1,0,3,0.117560010183048
ATF4,0,3,0.117560010183048
ATF7,1,2,0.617507676480666
ATG101,1,2,0.617507676480666
ATG3,1,2,0.617507676480666
ATG4C,1,2,0.617507676480666
ATG5,0,3,0.117560010183048
ATHL1,1,2,0.617507676480666
ATL3,1,2,0.617507676480666
ATP5A1,1,2,0.617507676480666
ATP5SL,1,2,0.617507676480666
ATP6AP2,1,2,0.617507676480666
ATP6V1B1,2,1,1
ATXN3,2,1,1
AURKB,0,3,0.117560010183048
AVEN,2,1,1
AWAT1,0,3,0.117560010183048
AXL,0,3,0.117560010183048
AZGP1,2,1,1
AZI2,0,3,0.117560010183048
B3GALT2,2,1,1
B3GAT3,1,2,0.617507676480666
B3GNT2,2,1,1
B3GNT4,1,2,0.617507676480666
B4GALT2,0,3,0.117560010183048
B4GAT1,2,1,1
BAG3,2,1,1
BAG6,2,1,1
BAIAP2,3,0,0.248730217151269
BAIAP2L1,1,2,0.617507676480666
BANP,1,2,0.617507676480666
BAX,1,2,0.617507676480666
BCAP31,1,2,0.617507676480666
BCAR3,3,0,0.248730217151269
BCAT1,1,2,0.617507676480666
BCL10,0,3,0.117560010183048
BCL2L11,2,1,1
BCL3,0,3,0.117560010183048
BCL6B,3,0,0.248730217151269
BDH1,2,1,1
BEGAIN,0,3,0.117560010183048
BEX2,2,1,1
BFSP1,1,2,0.617507676480666
BHLHE22,2,1,1
BIN1,3,0,0.248730217151269
BIRC3,1,2,0.617507676480666
BIVM-ERCC5,2,1,1
BLVRA,1,2,0.617507676480666
BNIP1,1,2,0.617507676480666
BOLA1,2,1,1
BPGM,1,2,0.617507676480666
BPIFA2,0,3,0.117560010183048
BRAP,1,2,0.617507676480666
BRPF1,1,2,0.617507676480666
BTBD6,1,2,0.617507676480666
BTG2,2,1,1
C10orf11,1,2,0.617507676480666
C10orf82,1,2,0.617507676480666
C11orf24,0,3,0.117560010183048
C11orf53,0,3,0.117560010183048
C11orf74,1,2,0.617507676480666
C12orf4,2,1,1
C12orf56,1,2,0.617507676480666
C14orf166,1,2,0.617507676480666
C15orf53,2,1,1
C16orf58,2,1,1
C16orf93,0,3,0.117560010183048
C18orf8,2,1,1
C19orf18,1,2,0.617507676480666
C19orf57,1,2,0.617507676480666
C1orf131,1,2,0.617507676480666
C1orf226,1,2,0.617507676480666
C1orf61,2,1,1
C1orf74,0,3,0.117560010183048
C1QL3,2,1,1
C1QTNF1,1,2,0.617507676480666
C20orf195,1,2,0.617507676480666
C22orf29,1,2,0.617507676480666
C2orf42,0,3,0.117560010183048
C2orf70,1,2,0.617507676480666
C3orf70,0,3,0.117560010183048
C4BPA,2,1,1
C4orf22,1,2,0.617507676480666
C4orf51,3,0,0.248730217151269
C5orf24,2,1,1
C5orf34,1,2,0.617507676480666
C5orf58,2,1,1
C6orf203,1,2,0.617507676480666
C7orf25,3,0,0.248730217151269
C7orf55-LUC7L2,2,1,1
C8orf22,1,2,0.617507676480666
C9orf156,3,0,0.248730217151269
C9orf24,1,2,0.617507676480666
C9orf50,1,2,0.617507676480666
C9orf64,1,2,0.617507676480666
C9orf91,1,2,0.617507676480666
CA6,2,1,1
CABLES1,1,2,0.617507676480666
CABP1,1,2,0.617507676480666
CALCB,1,2,0.617507676480666
CAMK1D,1,2,0.617507676480666
CAMK1G,1,2,0.617507676480666
CAMK2N1,1,2,0.617507676480666
CAMKK2,1,2,0.617507676480666
CAP2,1,2,0.617507676480666
CARD16,0,3,0.117560010183048
CARD18,0,3,0.117560010183048
CARM1,1,2,0.617507676480666
CARNS1,2,1,1
CASC4,1,2,0.617507676480666
CASP14,0,3,0.117560010183048
CASQ2,1,2,0.617507676480666
CBLL1,1,2,0.617507676480666
CBWD5,0,3,0.117560010183048
CCAR2,1,2,0.617507676480666
CCDC113,3,0,0.248730217151269
CCDC114,0,3,0.117560010183048
CCDC115,0,3,0.117560010183048
CCDC117,0,3,0.117560010183048
CCDC122,1,2,0.617507676480666
CCDC134,1,2,0.617507676480666
CCDC17,2,1,1
CCDC185,1,2,0.617507676480666
CCDC24,2,1,1
CCDC3,1,2,0.617507676480666
CCDC38,2,1,1
CCDC50,2,1,1
CCDC61,2,1,1
CCDC62,3,0,0.248730217151269
CCDC65,0,3,0.117560010183048
CCDC68,1,2,0.617507676480666
CCDC8,1,2,0.617507676480666
CCDC90B,1,2,0.617507676480666
CCDC94,2,1,1
CCDC96,2,1,1
CCL1,1,2,0.617507676480666
CCL14,2,1,1
CCL15,1,2,0.617507676480666
CCL23,1,2,0.617507676480666
CCL28,1,2,0.617507676480666
CCL3L3,2,1,1
CCNA2,2,1,1
CCNB1IP1,2,1,1
CCND2,2,1,1
CCNJL,1,2,0.617507676480666
CCPG1,1,2,0.617507676480666
CCR3,2,1,1
CCR4,2,1,1
CCT3,1,2,0.617507676480666
CCT5,1,2,0.617507676480666
CD14,2,1,1
CD200,1,2,0.617507676480666
CD200R1L,1,2,0.617507676480666
CD207,1,2,0.617507676480666
CD209,1,2,0.617507676480666
CD2BP2,2,1,1
CD300LD,1,2,0.617507676480666
CD3EAP,1,2,0.617507676480666
CD40,2,1,1
CD46,0,3,0.117560010183048
CD47,1,2,0.617507676480666
CD79B,0,3,0.117560010183048
CD8A,1,2,0.617507676480666
CD9,2,1,1
CD99,1,2,0.617507676480666
CDC123,1,2,0.617507676480666
CDC16,1,2,0.617507676480666
CDC23,1,2,0.617507676480666
CDC25A,2,1,1
CDC42EP4,0,3,0.117560010183048
CDC6,3,0,0.248730217151269
CDCA7L,0,3,0.117560010183048
CDCP1,2,1,1
CDK4,2,1,1
CDK7,1,2,0.617507676480666
CDKL2,2,1,1
CDS1,1,2,0.617507676480666
CEACAM21,1,2,0.617507676480666
CEACAM6,2,1,1
CECR5,2,1,1
CELA1,3,0,0.248730217151269
CELF1,2,1,1
CELF5,1,2,0.617507676480666
CENPC,1,2,0.617507676480666
CENPQ,1,2,0.617507676480666
CENPT,2,1,1
CENPU,2,1,1
CEP290,1,2,0.617507676480666
CEP44,1,2,0.617507676480666
CEP68,1,2,0.617507676480666
CEP70,1,2,0.617507676480666
CEP95,1,2,0.617507676480666
CEP97,1,2,0.617507676480666
CGB1,0,3,0.117560010183048
CGREF1,0,3,0.117560010183048
CGRRF1,0,3,0.117560010183048
CHCHD6,1,2,0.617507676480666
CHI3L2,1,2,0.617507676480666
CHKA,1,2,0.617507676480666
CHMP4B,1,2,0.617507676480666
CHMP4C,2,1,1
CHMP7,2,1,1
CHRDL2,1,2,0.617507676480666
CHRFAM7A,2,1,1
CHRNA5,2,1,1
CHST10,1,2,0.617507676480666
CHST4,2,1,1
CIB3,0,3,0.117560010183048
CIB4,0,3,0.117560010183048
CIPC,0,3,0.117560010183048
CLCNKA,2,1,1
CLDN11,2,1,1
CLDN22,2,1,1
CLDN4,1,2,0.617507676480666
CLEC7A,3,0,0.248730217151269
CLIC5,1,2,0.617507676480666
CLIC6,2,1,1
CLP1,2,1,1
CLPTM1L,0,3,0.117560010183048
CLU,0,3,0.117560010183048
CLYBL,1,2,0.617507676480666
CNN1,2,1,1
CNR2,1,2,0.617507676480666
CNRIP1,3,0,0.248730217151269
CNTF,2,1,1
COG1,2,1,1
COG8,0,3,0.117560010183048
COIL,2,1,1
COL8A1,1,2,0.617507676480666
COMP,2,1,1
COPS2,1,2,0.617507676480666
COQ10B,1,2,0.617507676480666
COTL1,0,3,0.117560010183048
COX10,1,2,0.617507676480666
COX4I1,2,1,1
COX7B2,2,1,1
CPEB3,2,1,1
CPNE2,2,1,1
CPO,2,1,1
CPOX,1,2,0.617507676480666
CPPED1,0,3,0.117560010183048
CPSF3L,2,1,1
CPSF6,1,2,0.617507676480666
CPT1B,2,1,1
CRABP1,1,2,0.617507676480666
CRABP2,1,2,0.617507676480666
CRACR2A,2,1,1
CRADD,2,1,1
CREB1,2,1,1
CREBZF,2,1,1
CRELD2,1,2,0.617507676480666
CREM,2,1,1
CRIPT,1,2,0.617507676480666
CRKL,0,3,0.117560010183048
CRYBA4,2,1,1
CRYBB3,0,3,0.117560010183048
CRYGN,1,2,0.617507676480666
CRYGS,1,2,0.617507676480666
CRYL1,1,2,0.617507676480666
CSAG1,3,0,0.248730217151269
CSGALNACT1,2,1,1
CSH2,2,1,1
CSN3,1,2,0.617507676480666
CSNK1G2,3,0,0.248730217151269
CSNK2A2,1,2,0.617507676480666
CSTL1,1,2,0.617507676480666
CT45A10,2,1,1
CTAG2,1,2,0.617507676480666
CTAGE15,2,1,1
CTAGE4,3,0,0.248730217151269
CTBP1,1,2,0.617507676480666
CTDSP1,2,1,1
CTDSP2,3,0,0.248730217151269
CTDSPL2,2,1,1
CTNNAL1,2,1,1
CTSC,0,3,0.117560010183048
CTSE,2,1,1
CTU2,3,0,0.248730217151269
CUL5,1,2,0.617507676480666
CX3CL1,2,1,1
CXCL9,2,1,1
CXCR4,0,3,0.117560010183048
CXorf65,1,2,0.617507676480666
CXXC4,1,2,0.617507676480666
CYB5D2,1,2,0.617507676480666
CYP19A1,1,2,0.617507676480666
CYP27B1,1,2,0.617507676480666
CYP2A7,2,1,1
CYP2C8,1,2,0.617507676480666
CYP2D7,2,1,1
CYP2R1,1,2,0.617507676480666
CYP2S1,1,2,0.617507676480666
CYP4A22,1,2,0.617507676480666
CYP8B1,1,2,0.617507676480666
CYSLTR1,1,2,0.617507676480666
CYTH1,1,2,0.617507676480666
CYTH2,0,3,0.117560010183048
DAG1,2,1,1
DAK,3,0,0.248730217151269
DAP3,1,2,0.617507676480666
DAPK2,2,1,1
DARS2,2,1,1
DAZAP1,2,1,1
DBF4B,1,2,0.617507676480666
DCAF15,1,2,0.617507676480666
DCAF17,2,1,1
DCAKD,2,1,1
DCDC2,0,3,0.117560010183048
DCLK2,1,2,0.617507676480666
DCPS,2,1,1
DCUN1D2,3,0,0.248730217151269
DCUN1D4,2,1,1
DDIT4,2,1,1
DDX17,1,2,0.617507676480666
DDX21,2,1,1
DDX41,2,1,1
DDX55,1,2,0.617507676480666
DDX58,2,1,1
DEF8,2,1,1
DEFA6,0,3,0.117560010183048
DEFB118,2,1,1
DENND1C,0,3,0.117560010183048
DENND2D,3,0,0.248730217151269
DEPDC4,1,2,0.617507676480666
DFFB,1,2,0.617507676480666
DGUOK,2,1,1
DHRS9,1,2,0.617507676480666
DHRSX,1,2,0.617507676480666
DHX58,0,3,0.117560010183048
DIRAS3,1,2,0.617507676480666
DKK4,0,3,0.117560010183048
DLL1,2,1,1
DMRT2,2,1,1
DMRTC2,2,1,1
DNAH12,2,1,1
DNAH14,1,2,0.617507676480666
DNAI1,1,2,0.617507676480666
DNAJA2,0,3,0.117560010183048
DNAJA3,0,3,0.117560010183048
DNAJA4,2,1,1
DNAJB5,1,2,0.617507676480666
DNAJB6,3,0,0.248730217151269
DNAJB9,2,1,1
DNAJC11,0,3,0.117560010183048
DNAJC28,0,3,0.117560010183048
DNAJC5G,1,2,0.617507676480666
DNAJC8,3,0,0.248730217151269
DNTTIP2,2,1,1
DOC2A,0,3,0.117560010183048
DOK2,2,1,1
DOK7,1,2,0.617507676480666
DPH1,1,2,0.617507676480666
DPH7,2,1,1
DPPA3,0,3,0.117560010183048
DRG2,1,2,0.617507676480666
DTD1,1,2,0.617507676480666
DUSP11,1,2,0.617507676480666
DUSP15,2,1,1
DUSP19,0,3,0.117560010183048
DUSP2,2,1,1
DUSP4,2,1,1
DUSP5,2,1,1
DUSP7,2,1,1
DUXA,3,0,0.248730217151269
DVL1,2,1,1
DYDC1,1,2,0.617507676480666
DYM,0,3,0.117560010183048
DYNAP,1,2,0.617507676480666
DYNC1LI1,2,1,1
EARS2,0,3,0.117560010183048
ECHDC3,0,3,0.117560010183048
ECHS1,2,1,1
ECI1,0,3,0.117560010183048
ECI2,2,1,1
ECM2,1,2,0.617507676480666
ECT2,2,1,1
EDA,2,1,1
EDC4,1,2,0.617507676480666
EDNRA,2,1,1
EFCAB14,3,0,0.248730217151269
EFEMP2,1,2,0.617507676480666
EGFL8,1,2,0.617507676480666
EGLN2,1,2,0.617507676480666
EGR2,0,3,0.117560010183048
EID1,2,1,1
EID3,1,2,0.617507676480666
EIF4E,1,2,0.617507676480666
EIF5,2,1,1
EIF5A2,1,2,0.617507676480666
ELAC2,3,0,0.248730217151269
ELAVL3,2,1,1
ELOVL3,2,1,1
ELOVL6,2,1,1
ELP5,1,2,0.617507676480666
EMB,1,2,0.617507676480666
EMC2,2,1,1
EMC8,1,2,0.617507676480666
